F_choice_scores,F_correct,F_predicted_label,G_choice_scores,G_correct,G_predicted_label,b_plus_content_choice_scores,b_plus_content_correct,b_plus_content_predicted_label,base_choice_scores,base_correct,base_predicted_label,benchmark_id,best_of_b_plus_content_correct,best_of_b_plus_content_source,best_of_bf_correct,best_of_bf_source,branch_effect_scores,candidate_total_scores,content_alignment_sign,content_effect_scores,content_push_alpha1,context_preview,delta_branch,delta_candidate_total,delta_content,delta_shared,example_id,gold_text,margin_A,margin_B,margin_B_plus_content,margin_F,margin_G,needed_fix,oracle_alpha_content,oracle_alpha_content_choice_scores,oracle_alpha_content_correct,oracle_alpha_content_predicted_label,oracle_alpha_content_selection_reason,screening_bucket,shared_choice_scores,shared_correct,shared_effect_bucket,shared_effect_scores,shared_margin_band,shared_predicted_label,weighted_content_alignment
"[-39.13471984863281, -47.60011291503906]",False,A,"[-39.13471603393555, -47.6001091003418]",False,A,"[-39.13371276855469, -47.60112762451172]",False,A,"[-39.140499114990234, -47.60291290283203]",False,A,story_cloze,False,B,False,B,"[-0.001007080078125, 0.00101470947265625]","[-0.001010894775390625, 0.001010894775390625]",0,"[-3.814697265625e-06, -3.814697265625e-06]",0.0,"Joey's little sister was bugging him. He thought it might be funny to trip her. He tripped her, and she started crying. Their mom ran into the room.",0.00202178955078125,0.00202178955078125,0.0,-0.005001068115234375,199c6b70-7344-4879-96f0-33d97c3ff03e,Joey spent the afternoon alone in his room grounded from friends.,-8.462413787841797,-8.467414855957031,-8.467414855957031,-8.46539306640625,-8.46539306640625,8.467414855957031,0.0,"[-39.13370895385742, -47.60112380981445]",False,A,best_margin_when_all_wrong,stubborn_wrong_story_context,"[-39.13370895385742, -47.60112380981445]",False,shared_neutral,"[0.0067901611328125, 0.001789093017578125]",far_negative,A,0.0
"[-18.952341079711914, -5.570387363433838]",False,B,"[-18.952342987060547, -5.570390224456787]",False,B,"[-18.952226638793945, -5.570497989654541]",False,B,"[-18.95684242248535, -5.566458225250244]",False,B,story_cloze,False,B,False,B,"[-0.00011444091796875, 0.000110626220703125]","[-0.0001125335693359375, 0.00011348724365234375]",-1,"[1.9073486328125e-06, 2.86102294921875e-06]",-9.5367431640625e-07,Last week I ran into the cutest girl ever. We were both at the grocery store and our eyes met. I mustered up the courage to ask for her number. She said no.,-0.000225067138671875,-0.00022602081298828125,-9.5367431640625e-07,0.008656501770019531,1aa76d42-75e0-4dad-b03a-b934cc538d7f,I went on about my day.,-13.390384197235107,-13.381727695465088,-13.381728649139404,-13.381953716278076,-13.38195276260376,13.381727695465088,-4096.0,"[-18.960041046142578, -5.58221960067749]",False,B,best_margin_when_all_wrong,improving_but_unflipped,"[-18.952228546142578, -5.57050085067749]",False,shared_neutral,"[0.0046138763427734375, -0.004042625427246094]",far_negative,B,-9.536743156935809e-07
"[-18.308757781982422, -20.323007583618164]",False,A,"[-18.30875587463379, -20.323007583618164]",False,A,"[-18.310577392578125, -20.321189880371094]",False,A,"[-18.31676483154297, -20.32265853881836]",False,A,story_cloze,False,B,False,B,"[0.001819610595703125, -0.0018177032470703125]","[0.0018177032470703125, -0.0018177032470703125]",1,"[-1.9073486328125e-06, 0.0]",1.9073486328125e-06,Cindy need a pedicure. She went to the local nail salon. The stylist massaged her feet. They also filed her toes.,-0.0036373138427734375,-0.003635406494140625,1.9073486328125e-06,-0.0047206878662109375,23255b83-0569-4621-a87e-88c306b6f16a,She chose a bright pink color for her polish.,-2.0058937072753906,-2.0106143951416016,-2.0106124877929688,-2.014249801635742,-2.014251708984375,2.0106143951416016,4096.0,"[-18.318387985229492, -20.321189880371094]",False,A,best_margin_when_all_wrong,stubborn_wrong_story_context,"[-18.310575485229492, -20.321189880371094]",False,shared_neutral,"[0.0061893463134765625, 0.001468658447265625]",far_negative,A,1.907348623326103e-06
"[-14.477701187133789, -12.018851280212402]",False,B,"[-14.477700233459473, -12.018850326538086]",False,B,"[-14.47182559967041, -12.024728775024414]",False,B,"[-14.470638275146484, -12.020975112915039]",False,B,story_cloze,False,B,False,B,"[-0.005875587463378906, 0.005877494812011719]","[-0.0058765411376953125, 0.0058765411376953125]",0,"[-9.5367431640625e-07, -9.5367431640625e-07]",0.0,Janet worked hard to train for her wrestling meet. When she got there her opponent seemed game. They both tried their hardest. It ended in a tie.,-0.011753082275390625,-0.011753082275390625,0.0,0.0025663375854492188,298e28f7-11bc-4006-a979-1a8136466e1b,Janet was content with the result of the match.,-2.4496631622314453,-2.447096824645996,-2.447096824645996,-2.4588499069213867,-2.4588499069213867,2.447096824645996,0.0,"[-14.471824645996094, -12.024727821350098]",False,B,best_margin_when_all_wrong,improving_but_unflipped,"[-14.471824645996094, -12.024727821350098]",False,shared_neutral,"[-0.001186370849609375, -0.0037527084350585938]",far_negative,B,0.0
"[-18.210847854614258, -10.496256828308105]",False,B,"[-18.210847854614258, -10.496254920959473]",False,B,"[-18.210847854614258, -10.496258735656738]",False,B,"[-18.216121673583984, -10.490358352661133]",False,B,story_cloze,False,B,False,B,"[0.0, 1.9073486328125e-06]","[0.0, 0.0]",1,"[0.0, -1.9073486328125e-06]",1.9073486328125e-06,Jim worked at the local coffee shop. He was the best barista in town. He always made sure his customers had the best drinks. Jim's boss saw him working one day and was impressed.,-1.9073486328125e-06,0.0,1.9073486328125e-06,0.011172294616699219,29abf924-4ded-4358-ab47-ea182ebf5542,Jim got a promotion for doing such a good job.,-7.725763320922852,-7.714591026306152,-7.7145891189575195,-7.714591026306152,-7.714592933654785,7.714591026306152,4096.0,"[-18.210847854614258, -10.504069328308105]",False,B,best_margin_when_all_wrong,improving_but_unflipped,"[-18.210847854614258, -10.496256828308105]",False,shared_neutral,"[0.0052738189697265625, -0.005898475646972656]",far_negative,B,1.9073486303401089e-06
"[-27.597362518310547, -17.608266830444336]",False,B,"[-27.597360610961914, -17.608264923095703]",False,B,"[-27.59741973876953, -17.608213424682617]",False,B,"[-27.588350296020508, -17.608957290649414]",False,B,story_cloze,False,B,False,B,"[5.7220458984375e-05, -5.340576171875e-05]","[5.53131103515625e-05, -5.53131103515625e-05]",0,"[-1.9073486328125e-06, -1.9073486328125e-06]",0.0,"Brian was cold. He decided to turn on the heat in his house. When the heat came on, it smelled like something was burning. Brian called the service man.",0.000110626220703125,0.000110626220703125,0.0,-0.009813308715820312,2be6403f-0762-40c2-b33e-c62dfddb1977,He was able to repair the heater at a fair price.,-9.979393005371094,-9.989206314086914,-9.989206314086914,-9.989095687866211,-9.989095687866211,9.989206314086914,0.0,"[-27.5974178314209, -17.608211517333984]",False,B,best_margin_when_all_wrong,stubborn_wrong_other,"[-27.5974178314209, -17.608211517333984]",False,shared_neutral,"[-0.009067535400390625, 0.0007457733154296875]",far_negative,B,0.0
"[-38.09770965576172, -22.769189834594727]",False,B,"[-38.09770584106445, -22.769189834594727]",False,B,"[-38.097991943359375, -22.768911361694336]",False,B,"[-38.096038818359375, -22.766948699951172]",False,B,story_cloze,False,B,False,B,"[0.00028228759765625, -0.000278472900390625]","[0.000278472900390625, -0.000278472900390625]",-1,"[-3.814697265625e-06, 0.0]",-3.814697265625e-06,Abe really enjoyed numbers and statistics. He was curious how many guns the population of Stanford owned. He sent out a survey. Abe spent weeks tallying the results.,0.000560760498046875,0.00055694580078125,-3.814697265625e-06,1.33514404296875e-05,2e874212-1f36-41bd-9928-d8ec96078ba5,He found the entire exercise very satisfying and interesting.,-15.329090118408203,-15.329076766967773,-15.329080581665039,-15.328519821166992,-15.328516006469727,15.329076766967773,-4096.0,"[-38.08236312866211, -22.768911361694336]",False,B,best_margin_when_all_wrong,stubborn_wrong_story_context,"[-38.09798812866211, -22.768911361694336]",False,shared_neutral,"[-0.001949310302734375, -0.0019626617431640625]",far_negative,B,-3.814697263136463e-06
"[-22.273714065551758, -25.114931106567383]",False,A,"[-22.27371597290039, -25.114933013916016]",False,A,"[-22.273584365844727, -25.11505699157715]",False,A,"[-22.265331268310547, -25.10909652709961]",False,A,story_cloze,False,B,False,B,"[-0.00012969970703125, 0.000125885009765625]","[-0.0001277923583984375, 0.0001277923583984375]",0,"[1.9073486328125e-06, 1.9073486328125e-06]",0.0,"It was the last day to study before my math exam. I studied all day, without focusing on anything else. On the day of the exam, I did well. However, at home, I found a letter.",0.000255584716796875,0.000255584716796875,0.0,0.002292633056640625,368e19bd-67a3-44b1-a148-add4428e1801,The letter told me I did not get accepted to college.,-2.8437652587890625,-2.841472625732422,-2.841472625732422,-2.841217041015625,-2.841217041015625,2.841472625732422,0.0,"[-22.27358627319336, -25.11505889892578]",False,A,best_margin_when_all_wrong,improving_but_unflipped,"[-22.27358627319336, -25.11505889892578]",False,shared_neutral,"[-0.0082550048828125, -0.005962371826171875]",far_negative,A,0.0
"[-16.10857391357422, -27.900375366210938]",False,A,"[-16.108577728271484, -27.900379180908203]",False,A,"[-16.108570098876953, -27.900371551513672]",False,A,"[-16.101531982421875, -27.9051570892334]",False,A,story_cloze,False,B,False,B,"[-3.814697265625e-06, -3.814697265625e-06]","[0.0, 0.0]",0,"[3.814697265625e-06, 3.814697265625e-06]",0.0,My husband is lazy. He never wants to clean up. He likes to leave dirty dishes in the sink. i hate cleaning up his messes.,0.0,0.0,0.0,0.011823654174804688,3922289b-0ae4-43d6-85ee-2b0d7bd42d4c,But I do it anyway because I'm afraid he will leave me.,-11.803625106811523,-11.791801452636719,-11.791801452636719,-11.791801452636719,-11.791801452636719,11.791801452636719,0.0,"[-16.10857391357422, -27.900375366210938]",False,A,best_margin_when_all_wrong,improving_but_unflipped,"[-16.10857391357422, -27.900375366210938]",False,shared_neutral,"[-0.00704193115234375, 0.0047817230224609375]",far_negative,A,0.0
"[-29.400856018066406, -16.17898941040039]",False,B,"[-29.400850296020508, -16.178985595703125]",False,B,"[-29.4010066986084, -16.178848266601562]",False,B,"[-29.407413482666016, -16.191429138183594]",False,B,story_cloze,False,B,False,B,"[0.0001506805419921875, -0.000141143798828125]","[0.00014495849609375, -0.00014495849609375]",-1,"[-5.7220458984375e-06, -3.814697265625e-06]",-1.9073486328125e-06,Ed made beef jerky for a living. He ran the business out of his garage. One day he woke up and noticed his garage jarred open. He looked inside and noticed everything in disarray.,0.0002918243408203125,0.0002899169921875,-1.9073486328125e-06,-0.00617218017578125,3b1027c5-b9f8-4aca-b741-5288076d0a5a,Ed was shocked called the police for an investigation.,-13.215984344482422,-13.222156524658203,-13.222158432006836,-13.221866607666016,-13.221864700317383,13.222156524658203,-4096.0,"[-29.3775634765625, -16.163219451904297]",False,B,best_margin_when_all_wrong,stubborn_wrong_other,"[-29.4010009765625, -16.178844451904297]",False,shared_neutral,"[0.006412506103515625, 0.012584686279296875]",far_negative,B,-1.9073486313699601e-06
"[-23.0012149810791, -27.84162712097168]",False,A,"[-23.00121307373047, -27.841625213623047]",False,A,"[-23.005104064941406, -27.83774185180664]",False,A,"[-23.006046295166016, -27.84328842163086]",False,A,story_cloze,False,B,False,B,"[0.0038890838623046875, -0.0038852691650390625]","[0.003887176513671875, -0.003887176513671875]",0,"[-1.9073486328125e-06, -1.9073486328125e-06]",0.0,"My family went to watch the fireworks for Independence Day. This is something that we do every year, no matter where we are. The kids love the bright bursts of light, but hate the loud bangs. My youngest fell asleep during the show.",-0.00777435302734375,-0.00777435302734375,0.0,0.004604339599609375,3c256e20-6652-43e9-8ed5-de10e6c3c29e,We went home after a nice experience.,-4.837242126464844,-4.832637786865234,-4.832637786865234,-4.840412139892578,-4.840412139892578,4.832637786865234,0.0,"[-23.005102157592773, -27.837739944458008]",False,A,best_margin_when_all_wrong,improving_but_unflipped,"[-23.005102157592773, -27.837739944458008]",False,shared_neutral,"[0.0009441375732421875, 0.0055484771728515625]",far_negative,A,0.0
"[-15.16061019897461, -14.3892183303833]",True,B,"[-15.160614013671875, -14.389223098754883]",True,B,"[-15.16222095489502, -14.387598991394043]",True,B,"[-15.164071083068848, -14.396495819091797]",True,B,story_cloze,True,B,True,B,"[0.0016107559204101562, -0.0016193389892578125]","[0.0016145706176757812, -0.0016145706176757812]",0,"[3.814697265625e-06, 4.76837158203125e-06]",9.5367431640625e-07,Last Saturday I decided to volunteer at the nursing home. To my surprise it was very fun. I played some checkers with the folks and read to them. The residents seemed to enjoy my company greatly.,-0.0032300949096679688,-0.0032291412353515625,9.5367431640625e-07,0.007045745849609375,48d12351-e074-460e-8008-05d67e07fa93,I plan to go back every week.,0.7675752639770508,0.7746210098266602,0.7746219635009766,0.7713918685913086,0.7713909149169922,-0.7746210098266602,0.0,"[-15.162224769592285, -14.387603759765625]",True,B,correct_min_abs,base_correct_control,"[-15.162224769592285, -14.387603759765625]",True,shared_neutral,"[0.0018463134765625, 0.008892059326171875]",non_negative,B,0.0
"[-33.160762786865234, -58.54604721069336]",True,A,"[-33.16075897216797, -58.546043395996094]",True,A,"[-33.16184997558594, -58.54496765136719]",True,A,"[-33.1665153503418, -58.547760009765625]",True,A,story_cloze,True,B,True,B,"[0.001087188720703125, -0.001079559326171875]","[0.0010833740234375, -0.0010833740234375]",0,"[-3.814697265625e-06, -3.814697265625e-06]",0.0,Greg and his buddies went to the market to order a custom cake. Greg told the clerk he wanted a cake shaped like a haunted house. The clerk said they had a few haunted house designs to choose from. Greg and his buddies picked one out.,0.002166748046875,0.002166748046875,0.0,0.001873016357421875,48fda842-e9a1-4c2d-b995-650e3f86d260,They were pleased with the cake the next day when they picked it.,25.381244659423828,25.38311767578125,25.38311767578125,25.385284423828125,25.385284423828125,-25.38311767578125,0.0,"[-33.16184616088867, -58.54496383666992]",True,A,correct_min_abs,base_correct_control,"[-33.16184616088867, -58.54496383666992]",True,shared_neutral,"[0.004669189453125, 0.002796173095703125]",non_negative,A,0.0
"[-19.892194747924805, -16.986408233642578]",False,B,"[-19.892194747924805, -16.986408233642578]",False,B,"[-19.89373779296875, -16.984865188598633]",False,B,"[-19.892173767089844, -16.987640380859375]",False,B,story_cloze,False,B,False,B,"[0.0015430450439453125, -0.0015430450439453125]","[0.0015430450439453125, -0.0015430450439453125]",0,"[0.0, 0.0]",0.0,Cal got an ice cream making machine for his birthday. He was so excited to try it out! He added all the ingredients. Then he turned the crank and watched eagerly.,0.003086090087890625,0.003086090087890625,0.0,-0.0043392181396484375,4956ea6c-f5bf-4b14-ba63-66837c13c76f,A big bowl of chocolate ice cream was soon ready.,-2.9045333862304688,-2.908872604370117,-2.908872604370117,-2.9057865142822266,-2.9057865142822266,2.908872604370117,0.0,"[-19.89373779296875, -16.984865188598633]",False,B,best_margin_when_all_wrong,stubborn_wrong_story_context,"[-19.89373779296875, -16.984865188598633]",False,shared_neutral,"[-0.00156402587890625, 0.0027751922607421875]",far_negative,B,0.0
"[-13.846148490905762, -11.93365478515625]",False,B,"[-13.846151351928711, -11.933659553527832]",False,B,"[-13.845641136169434, -11.934154510498047]",False,B,"[-13.849017143249512, -11.946325302124023]",False,B,story_cloze,False,B,False,B,"[-0.000507354736328125, 0.000499725341796875]","[-0.0005044937133789062, 0.0005044937133789062]",-1,"[2.86102294921875e-06, 4.76837158203125e-06]",-1.9073486328125e-06,Alex wanted to visit a circus in town. He looked the circus up on the internet. The internet had several pages showing how circuses abused the animals. Alex was very sad when he saw the bull hooks used on the elephants.,-0.001007080078125,-0.0010089874267578125,-1.9073486328125e-06,-0.008792877197265625,4ba6828e-665e-48ec-99b0-c9b83c920bd6,He left the circus right away.,-1.9026918411254883,-1.911484718322754,-1.9114866256713867,-1.9124937057495117,-1.912491798400879,1.911484718322754,-4096.0,"[-13.857362747192383, -11.953690528869629]",False,B,best_margin_when_all_wrong,stubborn_wrong_story_context,"[-13.845643997192383, -11.934159278869629]",False,shared_neutral,"[0.0033731460571289062, 0.012166023254394531]",far_negative,B,-1.9073486228341383e-06
"[-15.858625411987305, -9.612366676330566]",False,B,"[-15.858625411987305, -9.61236572265625]",False,B,"[-15.862018585205078, -9.60897445678711]",False,B,"[-15.85690689086914, -9.606284141540527]",False,B,story_cloze,False,B,False,B,"[0.0033931732177734375, -0.0033922195434570312]","[0.0033931732177734375, -0.0033931732177734375]",1,"[0.0, -9.5367431640625e-07]",9.5367431640625e-07,Martina was the goalie for her soccer team. They were up tied in the 4th quarter. With the time running out the opposing team stole the ball. The player on the other team kicked and scored.,0.006785392761230469,0.006786346435546875,9.5367431640625e-07,-0.002422332763671875,538c6c35-cc90-4900-a418-7d3dd2df8b11,Martina fell to her knees and began to sob.,-6.250622749328613,-6.253045082092285,-6.253044128417969,-6.246258735656738,-6.246259689331055,6.253045082092285,4096.0,"[-15.862018585205078, -9.612879753112793]",False,B,best_margin_when_all_wrong,stubborn_wrong_story_context,"[-15.862018585205078, -9.608973503112793]",False,shared_neutral,"[-0.0051116943359375, -0.002689361572265625]",far_negative,B,9.536743148811141e-07
