F_choice_scores,F_correct,F_predicted_label,G_choice_scores,G_correct,G_predicted_label,b_plus_content_choice_scores,b_plus_content_correct,b_plus_content_predicted_label,base_choice_scores,base_correct,base_predicted_label,benchmark_id,best_of_b_plus_content_correct,best_of_b_plus_content_source,best_of_bf_correct,best_of_bf_source,branch_effect_scores,candidate_total_scores,content_alignment_sign,content_effect_scores,content_push_alpha1,context_preview,delta_branch,delta_candidate_total,delta_content,delta_shared,example_id,gold_text,margin_A,margin_B,margin_B_plus_content,margin_F,margin_G,needed_fix,oracle_alpha_content,oracle_alpha_content_choice_scores,oracle_alpha_content_correct,oracle_alpha_content_predicted_label,oracle_alpha_content_selection_reason,screening_bucket,shared_choice_scores,shared_correct,shared_effect_bucket,shared_effect_scores,shared_margin_band,shared_predicted_label,weighted_content_alignment
"[0.003851401386782527, 0.001764882355928421, -0.022472158074378967]",False,SUPPORTS,"[0.003852256340906024, 0.0017665699124336243, -0.022471284493803978]",False,SUPPORTS,"[0.0001270165666937828, 0.006998095195740461, -0.023984400555491447]",True,REFUTES,"[0.0, -0.0001998939987970516, -0.024300238117575645]",False,SUPPORTS,fever,True,B,True,B,"[0.003724384820088744, -0.00523321283981204, 0.0015122424811124802]","[0.003723529865965247, -0.005234900396317244, 0.0015113689005374908]",0,"[-8.549541234970093e-07, -1.687556505203247e-06, -8.735805749893188e-07]",-8.326023817062378e-07,Claim: DodgeBall: A True Underdog Story was written and directed solely by Rob Lowe. || Evidence: DodgeBall : A True Underdog Story is a 2004 American sports comedy film written and directed by Rawson Marshall Thurber and starring Vince Vaughn and Ben Stiller. || Labels: SUPPORTS: Supports | REFUTES: Refutes | NOT_ENOUGH_INFO: Not enough info || Decide the correct label.,-0.008957597659900784,-0.00895843026228249,-8.326023817062378e-07,0.007071805230225436,131105,Refutes,-0.0001998939987970516,0.006871911231428385,0.0068710786290466785,-0.002086519030854106,-0.0020856864284723997,-0.006871911231428385,0.0,"[0.00012787152081727982, 0.006999782752245665, -0.023983526974916458]",True,REFUTES,correct_min_abs,near_threshold_bad,"[0.00012787152081727982, 0.006999782752245665, -0.023983526974916458]",True,shared_helped,"[0.00012787152081727982, 0.007199676751042716, 0.0003167111426591873]",non_negative,REFUTES,0.0
"[0.0016161247622221708, 0.004901168867945671, -0.032784927636384964]",False,REFUTES,"[0.0016183676198124886, 0.0049034901894629, -0.03278304636478424]",False,REFUTES,"[-0.00033642607741057873, 0.007847449276596308, -0.033785101026296616]",False,REFUTES,"[0.0, -0.00017641419253777713, -0.031879425048828125]",True,SUPPORTS,fever,False,B,False,B,"[0.0019525508396327496, -0.0029462804086506367, 0.0010001733899116516]","[0.0019503079820424318, -0.0029486017301678658, 0.0009982921183109283]",1,"[-2.242857590317726e-06, -2.32132151722908e-06, -1.8812716007232666e-06]",7.846392691135406e-08,"Claim: Daredevil is based on the character of the same name. || Evidence: Marvel 's Daredevil , or simply Daredevil , is an American web television series created for Netflix by Drew Goddard , based on the Marvel Comics character of the same name. || Labels: SUPPORTS: Supports | REFUTES: Refutes | NOT_ENOUGH_INFO: Not enough info || Decide the correct label.",0.004898831248283386,0.004898909712210298,7.846392691135406e-08,-0.008360368010471575,132874,Supports,0.00017641419253777713,-0.008183953817933798,-0.008183875354006886,-0.0032850441057235003,-0.0032851225696504116,0.008183953817933798,4096.0,"[-0.009520927909761667, -0.0016583623364567757, -0.04148890823125839]",False,REFUTES,best_margin_when_all_wrong,base_correct_control,"[-0.000334183219820261, 0.007849770598113537, -0.03378321975469589]",False,shared_hurt,"[-0.000334183219820261, 0.008026184790651314, -0.0019037947058677673]",near_threshold,REFUTES,7.84638310361417e-08
"[-0.0019525159150362015, 0.008853098377585411, -0.027436217293143272]",True,REFUTES,"[-0.001955560874193907, 0.00885001290589571, -0.027438698336482048]",True,REFUTES,"[-0.0019494709558784962, 0.008856183849275112, -0.027433736249804497]",True,REFUTES,"[0.0, -0.0002026352594839409, -0.02495501935482025]",False,SUPPORTS,fever,True,B,True,B,"[-3.044959157705307e-06, -3.0854716897010803e-06, -2.4810433387756348e-06]","[0.0, 0.0, 0.0]",0,"[3.044959157705307e-06, 3.0854716897010803e-06, 2.4810433387756348e-06]",4.0512531995773315e-08,"Claim: Castlevania was developed for the Nintendo Wii. || Evidence: Castlevania , known in Japan as , is an action-platformer video game developed and published by Konami for the Family Computer Disk System video game console in Japan in September 1986. || Labels: SUPPORTS: Supports | REFUTES: Refutes | NOT_ENOUGH_INFO: Not enough info || Decide the correct label.",-4.0512531995773315e-08,0.0,4.0512531995773315e-08,0.011008249552105553,143242,Refutes,-0.0002026352594839409,0.010805614292621613,0.010805654805153608,0.010805614292621613,0.010805573780089617,-0.010805614292621613,0.0,"[-0.0019525159150362015, 0.008853098377585411, -0.027436217293143272]",True,REFUTES,correct_min_abs,near_threshold_bad,"[-0.0019525159150362015, 0.008853098377585411, -0.027436217293143272]",True,shared_helped,"[-0.0019525159150362015, 0.009055733637069352, -0.002481197938323021]",non_negative,REFUTES,0.0
"[0.0045593613758683205, 0.005996018182486296, -0.02958834357559681]",False,REFUTES,"[0.004560044966638088, 0.005996824707835913, -0.02958773821592331]",False,REFUTES,"[0.0020110011100769043, 0.009671250358223915, -0.030717311426997185]",False,REFUTES,"[0.0, -0.0002076410164590925, -0.03219202533364296]",True,SUPPORTS,fever,False,B,False,B,"[0.002548360265791416, -0.0036752321757376194, 0.0011289678514003754]","[0.0025476766750216484, -0.0036760387010872364, 0.0011283624917268753]",1,"[-6.835907697677612e-07, -8.065253496170044e-07, -6.05359673500061e-07]",1.2293457984924316e-07,"Claim: The year 1990 saw the release of the movie Ghost. || Evidence: Ghost is a 1990 American romantic fantasy thriller film starring Patrick Swayze , Demi Moore , Whoopi Goldberg , Tony Goldwyn , and Rick Aviles. || Labels: SUPPORTS: Supports | REFUTES: Refutes | NOT_ENOUGH_INFO: Not enough info || Decide the correct label.",0.006223592441529036,0.006223715376108885,1.2293457984924316e-07,-0.007868013199185953,144391,Supports,0.0002076410164590925,-0.00766037218272686,-0.007660249248147011,-0.0014366568066179752,-0.0014367797411978245,0.00766037218272686,4096.0,"[-0.0007883030921220779, 0.006368529051542282, -0.033196259289979935]",False,REFUTES,best_margin_when_all_wrong,base_correct_control,"[0.002011684700846672, 0.009672056883573532, -0.030716706067323685]",False,shared_hurt,"[0.002011684700846672, 0.009879697900032625, 0.001475319266319275]",near_threshold,REFUTES,1.2293441936824246e-07
"[0.008836795575916767, 0.012296664528548717, -0.020047739148139954]",True,REFUTES,"[0.008836370892822742, 0.012296242639422417, -0.02004808746278286]",True,REFUTES,"[0.0070044053718447685, 0.015117826871573925, -0.021035315468907356]",True,REFUTES,"[0.0, -0.00034588552080094814, -0.02738550491631031]",False,SUPPORTS,fever,True,B,True,B,"[0.0018323902040719986, -0.0028211623430252075, 0.0009875763207674026]","[0.0018328148871660233, -0.0028207404538989067, 0.0009879246354103088]",0,"[4.246830940246582e-07, 4.2188912630081177e-07, 3.4831464290618896e-07]",-2.7939677238464355e-09,"Claim: The great white shark does not prefer to prey on humans because it's a herbivore. || Evidence: It is also known to prey upon a variety of other marine animals , including fish and seabirds. || Labels: SUPPORTS: Supports | REFUTES: Refutes | NOT_ENOUGH_INFO: Not enough info || Decide the correct label.",-0.004653552547097206,-0.00465355534106493,-2.7939677238464355e-09,0.008459309814497828,145707,Refutes,-0.00034588552080094814,0.00811342429369688,0.008113421499729156,0.0034598689526319504,0.0034598717465996742,-0.00811342429369688,0.0,"[0.007003980688750744, 0.015117404982447624, -0.021035663783550262]",True,REFUTES,correct_min_abs,near_threshold_bad,"[0.007003980688750744, 0.015117404982447624, -0.021035663783550262]",True,shared_helped,"[0.007003980688750744, 0.015463290503248572, 0.006349841132760048]",non_negative,REFUTES,0.0
"[0.00473320996388793, 0.008737670257687569, -0.023069001734256744]",True,REFUTES,"[0.0047342716716229916, 0.008739743381738663, -0.023067906498908997]",True,REFUTES,"[0.002251710742712021, 0.012083282694220543, -0.023937344551086426]",True,REFUTES,"[0.0, -0.0002980979916173965, -0.02822340652346611]",False,SUPPORTS,fever,True,B,True,B,"[0.002481499221175909, -0.0033456124365329742, 0.0008683428168296814]","[0.0024804375134408474, -0.0033476855605840683, 0.0008672475814819336]",0,"[-1.0617077350616455e-06, -2.073124051094055e-06, -1.0952353477478027e-06]",-1.0114163160324097e-06,"Claim: Hebe's successor was Leto. || Evidence: Hebe was the cupbearer for the gods and goddesses of Mount Olympus , serving their nectar and ambrosia , until she was married to Heracles -LRB- Roman equivalent : Hercules -RRB- ; her successor was the divine hero Ganymede. || Labels: SUPPORTS: Supports | REFUTES: Refutes | NOT_ENOUGH_INFO: Not enough info || Decide the correct label.",-0.005827111657708883,-0.005828123074024916,-1.0114163160324097e-06,0.010130681359441951,155125,Refutes,-0.0002980979916173965,0.009832583367824554,0.009831571951508522,0.004004460293799639,0.004005471710115671,-0.009832583367824554,0.0,"[0.0022527724504470825, 0.012085355818271637, -0.023936249315738678]",True,REFUTES,correct_min_abs,stubborn_wrong,"[0.0022527724504470825, 0.012085355818271637, -0.023936249315738678]",True,shared_helped,"[0.0022527724504470825, 0.012383453809889033, 0.004287157207727432]",non_negative,REFUTES,0.0
"[-0.00021109613589942455, 0.007879828102886677, -0.0281543992459774]",True,REFUTES,"[-0.000212243408896029, 0.007877510040998459, -0.028155533596873283]",True,REFUTES,"[-0.0008678946178406477, 0.008813214488327503, -0.028426388278603554]",True,REFUTES,"[0.0, -0.00035601475974544883, -0.028120048344135284]",False,SUPPORTS,fever,True,B,True,B,"[0.0006567984819412231, -0.0009333863854408264, 0.00027198903262615204]","[0.0006579457549378276, -0.0009310683235526085, 0.0002731233835220337]",0,"[1.1472729966044426e-06, 2.318061888217926e-06, 1.1343508958816528e-06]",1.1707888916134834e-06,"Claim: The Thin Red Line (1998 film) portrays only frogs. || Evidence: It portrays soldiers of C Company , 1st Battalion , 27th Infantry Regiment , 25th Infantry Division , played by Sean Penn , Jim Caviezel , Nick Nolte , Elias Koteas and Ben Chaplin.
Ben Chaplin -LRB- born Benedict John Greenwood ; 31 July 1969 -RRB- is an English actor.
Elias Koteas -LRB- born March 11 , 1961 -RRB- is a Canadian actor of film and television , best known for his roles in Fallen , The Killing , and as Casey Jones in the first and third live-action Teenage Mutant Ninja Turtles films.
James Patrick `` Jim '' Caviezel -LRB- born September 26 , 1968 -RRB- is an American actor , best known for portraying Jesus Christ in the 2004 film The Passion of the Christ.
Nicholas King Nolte -LRB- born February 8 , 1941 -RRB- is an American actor and former model.
Sean Justin Penn -LRB- born August 17 , 1960 -RRB- is an American actor , filmmaker , and political activist. || Labels: SUPPORTS: Supports | REFUTES: Refutes | NOT_ENOUGH_INFO: Not enough info || Decide the correct label.",-0.0015901848673820496,-0.001589014078490436,1.1707888916134834e-06,0.010035953077021986,168637,Refutes,-0.00035601475974544883,0.009679938317276537,0.009681109106168151,0.008090924238786101,0.008089753449894488,-0.009679938317276537,0.0,"[-0.0008690418908372521, 0.008810896426439285, -0.028427522629499435]",True,REFUTES,correct_min_abs,near_threshold_bad,"[-0.0008690418908372521, 0.008810896426439285, -0.028427522629499435]",True,shared_helped,"[-0.0008690418908372521, 0.009166911186184734, -0.000307474285364151]",non_negative,REFUTES,0.0
"[0.0036571889650076628, 0.013304665684700012, -0.007187330164015293]",True,REFUTES,"[0.0036576283164322376, 0.013305231928825378, -0.007186957634985447]",True,REFUTES,"[0.003625492798164487, 0.013349696062505245, -0.007202042266726494]",True,REFUTES,"[0.0, -0.00025006983196362853, -0.010701402090489864]",False,SUPPORTS,fever,True,B,True,B,"[3.169616684317589e-05, -4.5030377805233e-05, 1.4712102711200714e-05]","[3.1256815418601036e-05, -4.559662193059921e-05, 1.4339573681354523e-05]",0,"[-4.39351424574852e-07, -5.662441253662109e-07, -3.725290298461914e-07]",-1.2689270079135895e-07,"Claim: Barcelona has a population of 1.6 thousand. || Evidence: Barcelona -LRB- -LSB- bɑrsəˈloʊnə -RSB- , -LSB- bəɾsəˈlonə -RSB- , -LSB- barθeˈlona -RSB- -RRB- is the capital city of the autonomous community of Catalonia in the Kingdom of Spain , as well as the country 's second most populous municipality , with a population of 1.6 million within city limits. || Labels: SUPPORTS: Supports | REFUTES: Refutes | NOT_ENOUGH_INFO: Not enough info || Decide the correct label.",-7.672654464840889e-05,-7.685343734920025e-05,-1.2689270079135895e-07,0.009974399989005178,173055,Refutes,-0.00025006983196362853,0.00972433015704155,0.009724203264340758,0.00964747671969235,0.00964760361239314,-0.00972433015704155,0.0,"[0.0036259321495890617, 0.013350262306630611, -0.007201669737696648]",True,REFUTES,correct_min_abs,near_threshold_bad,"[0.0036259321495890617, 0.013350262306630611, -0.007201669737696648]",True,shared_helped,"[0.0036259321495890617, 0.01360033213859424, 0.0034997323527932167]",non_negative,REFUTES,0.0
"[0.0003422469599172473, 0.0049216253682971, -0.020194947719573975]",True,REFUTES,"[0.00034220179077237844, 0.004921553656458855, -0.02019498683512211]",True,REFUTES,"[-0.0013958136551082134, 0.007292334455996752, -0.020827440544962883]",True,REFUTES,"[0.0, -0.0002914242504630238, -0.019777780398726463]",False,SUPPORTS,fever,True,B,True,B,"[0.0017380606150254607, -0.0023707090876996517, 0.0006324928253889084]","[0.0017381057841703296, -0.0023706373758614063, 0.0006325319409370422]",0,"[4.516914486885071e-08, 7.171183824539185e-08, 3.91155481338501e-08]",2.6542693376541138e-08,"Claim: The 1998 romantic comedy The Man in the Iron Mask starred Leonardo DiCaprio. || Evidence: The Man in the Iron Mask is a 1998 American action drama film directed , produced , and written by Randall Wallace , and starring Leonardo DiCaprio in a dual role as the title character and villain , Jeremy Irons as Aramis , John Malkovich as Athos , Gerard Depardieu as Porthos , and Gabriel Byrne as D'Artagnan. || Labels: SUPPORTS: Supports | REFUTES: Refutes | NOT_ENOUGH_INFO: Not enough info || Decide the correct label.",-0.0041087697027251124,-0.004108743160031736,2.6542693376541138e-08,0.008979545818874612,174986,Refutes,-0.0002914242504630238,0.008688121568411589,0.008688148111104965,0.004579378408379853,0.004579351865686476,-0.008688121568411589,0.0,"[-0.0013958588242530823, 0.007292262744158506, -0.020827479660511017]",True,REFUTES,correct_min_abs,stubborn_wrong,"[-0.0013958588242530823, 0.007292262744158506, -0.020827479660511017]",True,shared_helped,"[-0.0013958588242530823, 0.00758368699462153, -0.0010496992617845535]",non_negative,REFUTES,0.0
"[0.001977127743884921, 0.008534026332199574, -0.03149658441543579]",True,REFUTES,"[0.0019766546320170164, 0.008533469401299953, -0.03149699419736862]",True,REFUTES,"[0.00103095849044621, 0.00992545485496521, -0.03194040432572365]",True,REFUTES,"[0.0, -0.00032574593205936253, -0.03221404552459717]",False,SUPPORTS,fever,True,B,True,B,"[0.0009461692534387112, -0.0013914285227656364, 0.00044381991028785706]","[0.0009466423653066158, -0.0013908715918660164, 0.00044422969222068787]",0,"[4.731118679046631e-07, 5.569308996200562e-07, 4.0978193283081055e-07]",8.381903171539307e-08,"Claim: Vic Mensa was born June 12, 1993. || Evidence: Victor Kwesi Mensah -LRB- born June 6 , 1993 -RRB- , better known by his stage name Vic Mensa , is a Grammy-nominated American rapper from Chicago , Illinois. || Labels: SUPPORTS: Supports | REFUTES: Refutes | NOT_ENOUGH_INFO: Not enough info || Decide the correct label.",-0.0023375977762043476,-0.0023375139571726322,8.381903171539307e-08,0.009220158477546647,179831,Refutes,-0.00032574593205936253,0.008894412545487285,0.008894496364519,0.0065568985883146524,0.006556814769282937,-0.008894412545487285,0.0,"[0.0010304853785783052, 0.00992489792406559, -0.03194081410765648]",True,REFUTES,correct_min_abs,near_threshold_bad,"[0.0010304853785783052, 0.00992489792406559, -0.03194081410765648]",True,shared_helped,"[0.0010304853785783052, 0.010250643856124952, 0.0002732314169406891]",non_negative,REFUTES,0.0
"[0.007786537520587444, 0.01544666476547718, -0.018457086756825447]",True,REFUTES,"[0.007787450682371855, 0.01544845663011074, -0.018456164747476578]",True,REFUTES,"[0.006676195655018091, 0.016998568549752235, -0.01890227571129799]",True,REFUTES,"[0.0, -0.0003408804477658123, -0.02710399590432644]",False,SUPPORTS,fever,True,B,True,B,"[0.001110341865569353, -0.001551903784275055, 0.0004451889544725418]","[0.0011094287037849426, -0.0015536956489086151, 0.0004442669451236725]",0,"[-9.131617844104767e-07, -1.7918646335601807e-06, -9.220093488693237e-07]",-8.78702849149704e-07,"Claim: Aphrodite plays tennis with Hephaestus. || Evidence: In Greek myth , the other gods feared that Aphrodite 's beauty might lead to conflict and war , through rivalry for her favours ; so Zeus married her off to Hephaestus. || Labels: SUPPORTS: Supports | REFUTES: Refutes | NOT_ENOUGH_INFO: Not enough info || Decide the correct label.",-0.002662245649844408,-0.0026631243526935577,-8.78702849149704e-07,0.010664132045349106,1799,Refutes,-0.0003408804477658123,0.010323251597583294,0.010322372894734144,0.007660127244889736,0.007661005947738886,-0.010323251597583294,0.0,"[0.006677108816802502, 0.017000360414385796, -0.01890135370194912]",True,REFUTES,correct_min_abs,near_threshold_bad,"[0.006677108816802502, 0.017000360414385796, -0.01890135370194912]",True,shared_helped,"[0.006677108816802502, 0.017341240862151608, 0.00820264220237732]",non_negative,REFUTES,0.0
"[-0.0013864545617252588, 0.00888615008443594, -0.01736244559288025]",False,REFUTES,"[-0.001388760982081294, 0.008883723057806492, -0.01736433245241642]",False,REFUTES,"[-0.0013841481413692236, 0.008888577111065388, -0.017360558733344078]",False,REFUTES,"[0.0, -0.0011539950501173735, -0.016292884945869446]",True,SUPPORTS,fever,False,B,False,B,"[-2.3064203560352325e-06, -2.427026629447937e-06, -1.8868595361709595e-06]","[0.0, 0.0, 0.0]",-1,"[2.3064203560352325e-06, 2.427026629447937e-06, 1.8868595361709595e-06]",-1.2060627341270447e-07,"Claim: Simi Valley, California, reported that its median household income was $87,894 in the 2012 U.S. Census. || Evidence: The U.S. Census Bureau of 2012 reported a median household income of $ 87,894 , which is higher than the California median of $ 70,231 and the national average of $ 62,527. || Labels: SUPPORTS: Supports | REFUTES: Refutes | NOT_ENOUGH_INFO: Not enough info || Decide the correct label.",1.2060627341270447e-07,0.0,-1.2060627341270447e-07,-0.011426599696278572,183417,Supports,0.0011539950501173735,-0.010272604646161199,-0.010272725252434611,-0.010272604646161199,-0.010272484039887786,0.010272604646161199,-4096.0,"[-0.010833552340045571, -0.0010549509897828102, -0.0250910222530365]",False,REFUTES,best_margin_when_all_wrong,base_correct_control,"[-0.0013864545617252588, 0.00888615008443594, -0.01736244559288025]",False,shared_hurt,"[-0.0013864545617252588, 0.010040145134553313, -0.0010695606470108032]",near_threshold,REFUTES,-1.2060615600708032e-07
"[1.3952434528619051e-05, 0.006965061649680138, -0.021869316697120667]",False,REFUTES,"[1.551193417981267e-05, 0.006966863758862019, -0.021868009120225906]",False,REFUTES,"[-0.0008691749535501003, 0.008253886364400387, -0.022279683500528336]",False,REFUTES,"[0.0, -0.00015496007108595222, -0.02059331163764]",True,SUPPORTS,fever,False,B,False,B,"[0.0008831273880787194, -0.0012888247147202492, 0.00041036680340766907]","[0.0008815678884275258, -0.0012906268239021301, 0.00040905922651290894]",1,"[-1.5594996511936188e-06, -1.802109181880951e-06, -1.3075768947601318e-06]",2.4260953068733215e-07,"Claim: Vera Wang is an American Fashion Designer. || Evidence: Vera Ellen Wang -LRB- , -LSB- u̯ɑ̌ŋ u̯éɪ̯u̯éɪ̯ -RSB- ; born June 27 , 1949 -RRB- is an American fashion designer based in New York City. || Labels: SUPPORTS: Supports | REFUTES: Refutes | NOT_ENOUGH_INFO: Not enough info || Decide the correct label.",0.0021719521027989686,0.002172194712329656,2.4260953068733215e-07,-0.009278263998567127,184285,Supports,0.00015496007108595222,-0.009123303927481174,-0.009123061317950487,-0.006951109215151519,-0.006951351824682206,0.009123303927481174,4096.0,"[-0.007255326025187969, 0.0008742492645978928, -0.027634210884571075]",False,REFUTES,best_margin_when_all_wrong,base_correct_control,"[-0.0008676154538989067, 0.008255688473582268, -0.022278375923633575]",False,shared_hurt,"[-0.0008676154538989067, 0.00841064854466822, -0.001685064285993576]",near_threshold,REFUTES,2.42609264764738e-07
"[0.004576527513563633, 0.0028670839965343475, -0.040956851094961166]",True,SUPPORTS,"[0.0045773945748806, 0.0028681568801403046, -0.04095607250928879]",True,SUPPORTS,"[0.001274232054129243, 0.007787726819515228, -0.04257791489362717]",False,REFUTES,"[0.0, -0.0006146925734356046, -0.04232894256711006]",True,SUPPORTS,fever,False,B,True,F,"[0.00330229545943439, -0.004920642822980881, 0.0016210637986660004]","[0.003301428398117423, -0.004921715706586838, 0.0016202852129936218]",1,"[-8.670613169670105e-07, -1.0728836059570312e-06, -7.7858567237854e-07]",2.0582228899002075e-07,Claim: Kyra Sedgwick received a Golden Globe Award. || Evidence: Sedgwick 's role in the series won her a Golden Globe Award in 2007 and an Emmy Award in 2010. || Labels: SUPPORTS: Supports | REFUTES: Refutes | NOT_ENOUGH_INFO: Not enough info || Decide the correct label.,0.00822293828241527,0.00822314410470426,2.0582228899002075e-07,-0.00712839316111058,185999,Supports,0.0006146925734356046,-0.006513700587674975,-0.006513494765385985,0.0017094435170292854,0.0017092376947402954,0.006513700587674975,4096.0,"[-0.002276384038850665, 0.0033942684531211853, -0.04576622322201729]",False,REFUTES,best_margin_when_all_wrong,base_correct_control,"[0.00127509911544621, 0.007788799703121185, -0.04257713630795479]",False,shared_hurt,"[0.00127509911544621, 0.00840349227655679, -0.00024819374084472656]",near_threshold,REFUTES,2.0582197300685536e-07
"[0.0016567608108744025, 0.006608172319829464, -0.028537707403302193]",False,REFUTES,"[0.0016568319406360388, 0.006608245894312859, -0.028537634760141373]",False,REFUTES,"[0.00020575581584125757, 0.008788585662841797, -0.029267333447933197]",False,REFUTES,"[0.0, -0.0002076410164590925, -0.028270749375224113]",True,SUPPORTS,fever,False,B,False,B,"[0.001451004995033145, -0.002180413343012333, 0.0007296260446310043]","[0.0014509338652715087, -0.0021804869174957275, 0.0007295534014701843]",1,"[-7.112976163625717e-08, -7.35744833946228e-08, -7.264316082000732e-08]",2.444721758365631e-09,Claim: Color of Night came out in 1994. || Evidence: Color of Night is a 1994 American erotic mystery thriller film produced by Cinergi Pictures and released in the United States by Hollywood Pictures. || Labels: SUPPORTS: Supports | REFUTES: Refutes | NOT_ENOUGH_INFO: Not enough info || Decide the correct label.,0.003631418338045478,0.0036314207827672362,2.444721758365631e-09,-0.00879047330818139,19068,Supports,0.0002076410164590925,-0.008582832291722298,-0.00858282984700054,-0.0049514115089550614,-0.00495141395367682,0.008582832291722298,4096.0,"[-8.552055805921555e-05, 0.008487298153340816, -0.029564807191491127]",False,REFUTES,best_margin_when_all_wrong,base_correct_control,"[0.00020582694560289383, 0.008788659237325191, -0.029267260804772377]",False,shared_hurt,"[0.00020582694560289383, 0.008996300253784284, -0.0009965114295482635]",near_threshold,REFUTES,2.4447189099831546e-09
"[0.008318360894918442, 0.011209968477487564, -0.01895167864859104]",False,REFUTES,"[0.00831686519086361, 0.011208107694983482, -0.01895296759903431]",False,REFUTES,"[0.006256388500332832, 0.014322949573397636, -0.019998041912913322]",False,REFUTES,"[0.0, -0.00016115797916427255, -0.02539876662194729]",True,SUPPORTS,fever,False,B,False,B,"[0.0020619723945856094, -0.0031129810959100723, 0.0010463632643222809]","[0.002063468098640442, -0.0031111203134059906, 0.0010476522147655487]",-1,"[1.4957040548324585e-06, 1.860782504081726e-06, 1.2889504432678223e-06]",-3.650784492492676e-07,"Claim: Dissociative identity disorder is known as multiple personality disorder. || Evidence: Dissociative identity disorder -LRB- DID -RRB- , also known as multiple personality disorder -LRB- MPD -RRB- , is a mental disorder characterized by at least two distinct and relatively enduring identities or dissociated personality states. || Labels: SUPPORTS: Supports | REFUTES: Refutes | NOT_ENOUGH_INFO: Not enough info || Decide the correct label.",0.005174953490495682,0.0051745884120464325,-3.650784492492676e-07,-0.008227353973779827,1933,Supports,0.00016115797916427255,-0.008066195994615555,-0.008066561073064804,-0.0028916075825691223,-0.002891242504119873,0.008066195994615555,-4096.0,"[0.00012848898768424988, 0.006699323654174805, -0.02527887187898159]",False,REFUTES,best_margin_when_all_wrong,base_correct_control,"[0.006254892796278, 0.014321088790893555, -0.01999933086335659]",False,shared_hurt,"[0.006254892796278, 0.014482246770057827, 0.005399435758590698]",near_threshold,REFUTES,-3.650779966468303e-07
"[0.0036058062687516212, 0.006040116772055626, -0.03700453042984009]",False,REFUTES,"[0.003607433056458831, 0.0060433996841311455, -0.037002913653850555]",False,REFUTES,"[0.0012445139000192285, 0.009386937133967876, -0.03799658268690109]",False,REFUTES,"[0.0, -0.0008011230966076255, -0.040058478713035583]",True,SUPPORTS,fever,False,B,False,B,"[0.002361292368732393, -0.0033468203619122505, 0.0009920522570610046]","[0.002359665581025183, -0.00335010327398777, 0.0009904354810714722]",1,"[-1.626787707209587e-06, -3.2829120755195618e-06, -1.6167759895324707e-06]",1.6561243683099747e-06,Claim: Backing vocalists provide vocal harmony. || Evidence: Backing vocalists are singers who provide vocal harmony with the lead vocalist or other backing vocalists. || Labels: SUPPORTS: Supports | REFUTES: Refutes | NOT_ENOUGH_INFO: Not enough info || Decide the correct label.,0.005708112730644643,0.005709768855012953,1.6561243683099747e-06,-0.008945202454924583,195124,Supports,0.0008011230966076255,-0.008144079358316958,-0.008142423233948648,-0.0024343105033040047,-0.0024359666276723146,0.008144079358316958,4096.0,"[-0.005417181761004031, -0.004056587815284729, -0.04461728036403656]",False,REFUTES,best_margin_when_all_wrong,base_correct_control,"[0.001246140687726438, 0.009390220046043396, -0.03799496591091156]",False,shared_hurt,"[0.001246140687726438, 0.010191343142651021, 0.0020635128021240234]",near_threshold,REFUTES,1.6561223347807543e-06
"[0.001614773878827691, 0.008097035810351372, -0.027609214186668396]",True,REFUTES,"[0.0016137880738824606, 0.00809510424733162, -0.02761017717421055]",True,REFUTES,"[0.0005720353219658136, 0.00962273869663477, -0.028088297694921494]",True,REFUTES,"[0.0, -0.0002867764269467443, -0.028849510475993156]",False,SUPPORTS,fever,True,B,True,B,"[0.0010427385568618774, -0.0015257028862833977, 0.00047908350825309753]","[0.001043724361807108, -0.0015237713232636452, 0.00048004649579524994]",0,"[9.85804945230484e-07, 1.9315630197525024e-06, 9.629875421524048e-07]",9.457580745220184e-07,"Claim: Kevin Bacon has yet to be in a film. || Evidence: His notable films include musical-drama film Footloose -LRB- 1984 -RRB- , the controversial historical conspiracy legal thriller JFK -LRB- 1991 -RRB- , the legal drama A Few Good Men -LRB- 1992 -RRB- , the historical docudrama Apollo 13 -LRB- 1995 -RRB- , and the mystery drama Mystic River -LRB- 2003 -RRB-. || Labels: SUPPORTS: Supports | REFUTES: Refutes | NOT_ENOUGH_INFO: Not enough info || Decide the correct label.",-0.002568441443145275,-0.002567495685070753,9.457580745220184e-07,0.009336534043541178,195202,Refutes,-0.0002867764269467443,0.009049757616594434,0.009050703374668956,0.006482261931523681,0.006481316173449159,-0.009049757616594434,0.0,"[0.0005710495170205832, 0.009620807133615017, -0.028089260682463646]",True,REFUTES,correct_min_abs,stubborn_wrong,"[0.0005710495170205832, 0.009620807133615017, -0.028089260682463646]",True,shared_helped,"[0.0005710495170205832, 0.009907583560561761, 0.0007602497935295105]",non_negative,REFUTES,0.0
